ItemNo,GroupNo,ShelfNo
P0879,18,58
P1151,18,186
P1791,18,49
P0158,18,4
P1113,18,198
P0771,18,111
P0431,18,112
P1097,18,42
P1206,18,132
P1304,18,200
P1555,18,1
P0096,18,88
P0982,18,51
P1686,18,100
P1256,18,173
P1431,18,187
P1485,18,131
P0239,18,7
P0516,18,167
P1407,18,122
P1091,18,72
P0179,18,56
P0570,18,43
P1184,18,168
P1715,18,73
P0531,18,151
P0297,18,144
P1148,18,190
P0584,18,84
P0402,18,109
P1281,18,196
P1129,18,8
P1022,18,52
P1668,18,120
P0926,18,143
P0618,18,30
P0848,18,128
P0282,18,65
P1253,18,166
P1794,18,34
P0258,18,133
P1461,18,63
P1744,18,3
P1050,18,125
P1030,18,5
P0880,18,53
P0517,18,86
P0398,18,25
P1839,18,153
P0713,18,102
P0911,18,160
P0298,18,130
P0987,18,98
P0719,18,2
P1277,18,156
P1638,18,85
P0638,18,95
P1611,18,82
P1139,18,197
P1105,18,169
P1816,18,137
P0391,18,66
P0847,18,145
P1594,18,15
P0768,18,13
P0718,18,14
P0853,18,147
P0432,18,26
P0961,18,35
P0585,18,64
P0404,18,152
P0104,18,189
P1639,18,81
P1478,18,185
P1618,18,165
P1439,18,150
P1082,18,193
P0352,18,117
P1270,18,172
P0417,18,105
P0861,18,77
P1830,18,74
P1470,18,135
P0721,18,9
P0910,18,163
P1103,18,22
P0772,18,118
P1650,18,174
P1417,18,141
P1465,18,154
P0800,18,106
P0925,18,124
P0514,18,123
P0340,18,115
P0412,18,46
P1848,18,157
P0191,18,38
P1239,18,194
P0502,18,45
P1669,18,89
P0148,18,136
P0708,18,48
P0492,18,188
P0595,18,10
P0283,18,94
P0257,18,146
P1589,18,71
P1111,18,97
P1803,18,23
P0155,18,24
P0922,18,60
P0711,18,44
P0884,18,32
P1036,18,75
P0141,18,41
P0146,18,36
P1656,18,17
P1734,18,11
P1658,18,113
P0143,18,37
P0906,18,12
P0762,18,99
P1303,18,6
P0427,18,140
P0449,18,55
P0994,18,175
P0737,18,67
P0538,18,59
P0466,18,184
P0414,18,54
P1645,18,104
P1255,18,195
P1257,18,162
P0582,18,69
P0515,18,121
P1213,18,182
P1096,18,114
P1316,18,181
P1252,18,170
P0773,18,47
P0909,18,161
P1009,18,158
P0464,18,179
P1619,18,183
P1254,18,171
P1607,18,96
P0812,18,108
P0532,18,159
P0972,18,79
P0379,18,40
P0548,18,107
P0111,18,62
P1333,18,180
P0854,18,142
P1756,18,61
P0866,18,70
P1714,18,76
P0615,18,19
P1199,18,177
P1039,18,92
P1876,18,90
P1716,18,87
P0807,18,148
P0337,18,57
P1654,18,116
P1446,18,155
P0240,18,27
P0533,18,176
P1182,18,164
P0867,18,68
P1028,18,18
P0927,18,119
P1094,18,29
P0192,18,83
P0368,18,91
P1227,18,178
P0540,18,78
P0723,18,21
P0752,18,101
P1689,18,16
P0275,18,103
P1080,18,191
P0707,18,126
P1029,18,33
P1483,18,192
P0399,18,39
P1081,18,139
P0140,18,28
P1156,18,199
P1074,18,31
P0544,18,134
P0558,18,129
P0754,18,110
P1200,18,149
P0281,18,50
P1530,18,138
P1090,18,80
P1127,18,20
P1280,19,137
P0771,19,106
P0006,19,174
P0106,19,173
P0759,19,151
P0049,19,149
P1206,19,164
P1120,19,138
P0982,19,111
P1403,19,20
P1256,19,102
P1431,19,8
P0717,19,188
P1023,19,76
P0009,19,168
P1152,19,34
P0411,19,113
P0569,19,90
P0151,19,82
P1758,19,89
P1091,19,1
P0570,19,71
P1085,19,15
P1565,19,30
P1605,19,96
P1212,19,134
P1795,19,81
P0007,19,152
P1281,19,187
P1282,19,186
P1129,19,123
P0715,19,197
P1183,19,144
P0469,19,198
P0259,19,54
P0536,19,150
P0834,19,83
P0840,19,180
P0883,19,130
P0673,19,177
P1359,19,7
P1794,19,115
P0329,19,189
P0856,19,13
P0844,19,171
P1180,19,136
P1050,19,108
P0849,19,61
P0824,19,63
P0911,19,70
P0298,19,72
P0498,19,5
P0562,19,29
P1730,19,178
P1277,19,104
P1329,19,31
P0953,19,53
P1087,19,6
P1817,19,33
P0981,19,47
P1250,19,110
P1816,19,14
P0845,19,153
P0429,19,32
P1641,19,25
P1317,19,2
P0236,19,79
P1178,19,185
P1189,19,170
P1584,19,112
P1429,19,23
P1364,19,39
P0463,19,179
P1360,19,84
P0299,19,121
P0617,19,127
P0611,19,160
P1361,19,148
P1335,19,199
P1826,19,92
P0639,19,85
P0147,19,97
P1311,19,192
P1103,19,126
P1042,19,196
P0983,19,50
P1195,19,11
P1683,19,62
P0760,19,169
P1650,19,183
P0008,19,133
P0800,19,44
P1190,19,105
P0412,19,49
P0568,19,78
P1276,19,107
P1312,19,194
P0191,19,88
P1083,19,26
P0148,19,52
P1279,19,181
P1518,19,38
P1534,19,55
P1207,19,166
P0447,19,87
P0805,19,86
P1290,19,27
P0822,19,28
P1336,19,35
P0852,19,73
P0257,19,56
P1803,19,159
P0471,19,165
P0164,19,175
P0710,19,77
P0003,19,145
P0141,19,80
P1734,19,146
P1940,19,16
P0806,19,116
P1658,19,135
P0716,19,195
P0146,19,119
P0143,19,125
P1116,19,191
P0906,19,129
P0443,19,190
P1288,19,51
P1610,19,158
P1303,19,124
P1192,19,182
P1220,19,109
P0930,19,24
P0043,19,4
P1357,19,172
P1046,19,143
P0809,19,60
P1255,19,103
P0881,19,46
P1257,19,139
P0980,19,94
P1096,19,118
P1300,19,114
P0823,19,17
P1299,19,40
P1434,19,41
P1316,19,100
P1245,19,200
P1295,19,21
P1252,19,176
P1201,19,91
P0909,19,59
P1827,19,75
P0705,19,154
P1878,19,69
P0464,19,140
P1251,19,142
P1619,19,22
P1823,19,101
P0552,19,64
P1179,19,155
P1366,19,19
P0812,19,68
P0254,19,95
P1606,19,128
P0610,19,156
P0551,19,93
P1657,19,42
P0379,19,65
P1278,19,141
P1802,19,161
P0097,19,98
P0307,19,131
P1199,19,147
P1211,19,132
P0807,19,43
P1654,19,157
P1446,19,45
P1182,19,37
P0422,19,67
P0745,19,57
P0392,19,18
P1194,19,10
P0918,19,184
P0302,19,122
P0363,19,163
P0747,19,66
P1302,19,167
P0704,19,117
P1703,19,48
P1432,19,9
P1612,19,162
P1770,19,74
P0707,19,99
P1029,19,120
P1483,19,3
P1395,19,12
P1373,19,36
P0946,19,193
P1530,19,58
P0089,20,73
P0550,20,2
P0803,20,115
P0424,20,67
P0461,20,168
P1056,20,134
P1101,20,181
P1776,20,40
P0481,20,29
P1097,20,129
P1568,20,25
P0381,20,75
P0982,20,122
P1686,20,77
P0825,20,38
P0193,20,182
P0230,20,200
P0516,20,128
P0060,20,190
P1246,20,177
P0101,20,83
P0727,20,189
P0513,20,54
P0570,20,91
P0253,20,152
P0278,20,80
P1484,20,60
P1605,20,15
P0761,20,170
P1098,20,137
P1115,20,81
P1165,20,197
P0259,20,160
P0883,20,33
P0122,20,105
P1829,20,178
P0258,20,74
P1070,20,141
P0832,20,108
P0856,20,99
P1180,20,56
P1050,20,79
P0539,20,164
P1286,20,167
P1839,20,37
P0835,20,116
P0824,20,64
P1054,20,66
P0174,20,95
P0298,20,102
P1329,20,109
P1893,20,43
P1087,20,179
P0958,20,7
P1250,20,161
P1764,20,171
P1105,20,130
P0373,20,8
P1124,20,180
P0429,20,34
P0853,20,97
P0616,20,57
P0229,20,159
P0362,20,26
P1060,20,125
P0323,20,13
P0642,20,35
P0432,20,192
P1164,20,184
P0520,20,11
P0665,20,194
P0962,20,71
P1843,20,78
P1478,20,86
P0728,20,156
P0299,20,28
P1360,20,121
P1666,20,44
P1846,20,186
P1861,20,188
P0617,20,169
P0989,20,1
P0964,20,126
P0948,20,138
P0352,20,52
P0478,20,6
P0553,20,61
P0949,20,143
P0064,20,51
P0181,20,96
P0842,20,183
P0201,20,14
P0821,20,101
P1683,20,111
P1807,20,63
P1035,20,187
P0008,20,98
P0800,20,117
P0321,20,5
P0412,20,106
P0172,20,112
P1276,20,59
P0488,20,30
P1327,20,65
P0805,20,103
P0088,20,199
P0822,20,72
P0852,20,92
P0257,20,70
P1589,20,195
P0283,20,144
P1481,20,68
P0003,20,158
P0255,20,142
P1325,20,53
P0641,20,50
P1298,20,198
P0806,20,104
P1940,20,131
P0889,20,110
P0959,20,12
P0920,20,32
P0755,20,62
P1610,20,127
P0145,20,185
P1539,20,58
P0971,20,154
P1020,20,196
P0757,20,4
P1575,20,174
P1218,20,88
P0414,20,45
P0833,20,100
P0980,20,42
P1096,20,139
P1570,20,17
P0823,20,89
P0904,20,20
P1434,20,114
P1337,20,49
P1062,20,150
P1201,20,87
P0061,20,175
P0210,20,48
P1827,20,9
P0868,20,27
P0705,20,136
P0905,20,10
P0343,20,148
P1457,20,173
P1099,20,147
P1607,20,31
P0812,20,120
P1606,20,18
P1308,20,176
P0532,20,118
P0901,20,113
P0610,20,84
P0548,20,39
P0097,20,90
P0854,20,94
P1333,20,76
P0307,20,23
P0319,20,135
P1102,20,153
P1012,20,82
P1199,20,172
P0527,20,124
P0807,20,41
P1654,20,140
P0396,20,24
P0374,20,162
P0743,20,36
P0166,20,119
P1233,20,69
P0927,20,165
P0279,20,85
P0305,20,21
P0302,20,16
P0057,20,166
P1059,20,157
P1302,20,107
P0704,20,191
P0549,20,163
P1689,20,22
P1063,20,149
P1612,20,145
P0211,20,47
P0400,20,3
P1770,20,93
P0344,20,155
P0707,20,132
P0286,20,123
P1061,20,133
P1381,20,55
P0062,20,46
P0338,20,151
P0882,20,19
P1058,20,146
P1249,20,193
P1202,21,127
P0285,21,145
P0873,21,42
P0928,21,39
P0153,21,34
P0158,21,115
P1113,21,92
P0771,21,24
P0993,21,21
P1203,21,90
P0106,21,35
P1101,21,28
P0594,21,97
P0481,21,89
P1097,21,126
P1206,21,124
P1112,21,100
P1555,21,135
P1120,21,129
P0381,21,69
P1686,21,2
P0982,21,47
P0239,21,3
P0151,21,1
P0059,21,190
P1445,21,104
P0179,21,52
P0278,21,91
P1603,21,64
P1851,21,138
P0761,21,139
P1755,21,189
P1115,21,93
P1668,21,67
P0206,21,31
P0796,21,191
P1363,21,112
P0915,21,41
P0207,21,32
P1794,21,111
P0226,21,192
P1359,21,122
P1647,21,98
P0491,21,29
P1050,21,130
P0849,21,170
P1839,21,160
P0911,21,101
P0498,21,154
P1277,21,158
P0603,21,23
P0981,21,118
P1105,21,183
P1723,21,180
P1124,21,106
P1816,21,159
P0430,21,144
P0847,21,53
P1594,21,4
P1808,21,25
P1831,21,174
P0429,21,153
P0853,21,125
P0038,21,22
P1785,21,82
P1599,21,26
P1843,21,83
P0677,21,108
P1478,21,151
P1247,21,164
P0087,21,14
P0810,21,128
P1229,21,150
P0617,21,119
P1622,21,176
P1550,21,198
P1870,21,46
P1122,21,63
P0736,21,57
P1830,21,186
P1052,21,120
P0910,21,55
P1234,21,48
P1103,21,54
P0524,21,6
P0525,21,36
P0547,21,175
P0791,21,172
P1554,21,134
P1617,21,200
P1687,21,8
P1685,21,16
P0605,21,7
P0340,21,107
P0968,21,81
P0514,21,155
P0339,21,87
P1216,21,143
P1258,21,56
P1628,21,156
P0412,21,68
P1159,21,152
P0117,21,114
P0157,21,121
P1609,21,185
P1854,21,184
P1356,21,85
P1859,21,86
P0177,21,58
P0250,21,141
P1355,21,103
P1100,21,5
P0967,21,84
P1824,21,15
P1021,21,45
P0852,21,33
P1271,21,99
P1782,21,88
P0924,21,165
P1368,21,157
P1656,21,173
P1940,21,199
P0920,21,168
P0134,21,9
P1131,21,123
P0906,21,37
P1288,21,72
P1303,21,43
P0251,21,178
P1662,21,179
P1020,21,131
P0604,21,12
P0127,21,132
P1218,21,167
P0650,21,177
P1357,21,70
P0538,21,116
P0414,21,163
P1645,21,195
P1362,21,117
P1257,21,65
P1096,21,76
P1393,21,102
P1245,21,49
P0252,21,187
P1201,21,77
P0428,21,105
P0843,21,110
P1621,21,188
P1789,21,51
P0216,21,196
P0130,21,11
P0037,21,27
P0343,21,78
P1595,21,18
P0969,21,79
P1287,21,75
P1832,21,136
P1226,21,50
P1606,21,182
P0929,21,171
P0972,21,73
P0379,21,30
P1272,21,162
P1600,21,13
P1860,21,71
P1333,21,147
P0854,21,166
P1314,21,161
P1102,21,20
P1121,21,169
P0426,21,59
P1012,21,74
P1262,21,113
P0960,21,181
P1446,21,149
P0743,21,60
P1804,21,19
P0927,21,38
P0279,21,96
P1259,21,40
P1019,21,148
P0247,21,194
P0192,21,94
P1273,21,66
P0523,21,17
P1850,21,80
P0363,21,140
P0249,21,193
P0540,21,137
P0657,21,10
P1093,21,61
P0543,21,146
P0344,21,95
P0707,21,133
P1722,21,197
P1081,21,62
P1089,21,142
P0739,21,109
P1249,21,44
P1779,22,178
P1202,22,127
P1449,22,105
P1791,22,38
P0158,22,156
P1280,22,134
P1629,22,177
P0682,22,85
P1016,22,172
P1097,22,166
P1763,22,65
P1206,22,101
P0277,22,86
P0370,22,88
P1686,22,141
P1256,22,98
P0009,22,8
P1323,22,159
P0781,22,57
P1445,22,122
P0179,22,115
P0570,22,93
P0531,22,58
P0297,22,82
P1795,22,167
P1281,22,90
P1282,22,83
P0629,22,192
P0555,22,140
P1363,22,164
P0259,22,16
P0840,22,40
P1253,22,111
P1794,22,138
P1359,22,139
P0069,22,37
P1352,22,133
P0687,22,29
P0681,22,91
P1050,22,92
P1437,22,30
P0748,22,69
P0539,22,191
P0880,22,104
P1286,22,81
P1324,22,160
P0686,22,2
P1839,22,73
P0911,22,128
P0174,22,106
P0498,22,116
P0562,22,36
P0248,22,196
P0933,22,112
P1277,22,123
P0178,22,99
P0504,22,1
P0630,22,173
P0981,22,142
P1817,22,114
P1624,22,52
P1423,22,168
P1130,22,97
P1436,22,31
P1124,22,89
P0845,22,7
P0828,22,158
P0616,22,3
P1697,22,10
P0497,22,54
P0588,22,187
P1572,22,27
P1011,22,186
P0962,22,185
P0156,22,143
P0677,22,9
P0617,22,12
P0440,22,63
P1618,22,43
P1439,22,11
P1134,22,125
P1361,22,75
P1270,22,118
P0614,22,78
P1311,22,117
P1052,22,18
P0910,22,95
P1380,22,154
P1320,22,174
P1608,22,77
P0181,22,64
P0842,22,42
P0753,22,175
P0760,22,200
P0340,22,153
P1258,22,102
P0783,22,48
P0191,22,130
P0992,22,41
P0117,22,17
P0292,22,55
P1034,22,194
P0157,22,152
P0921,22,32
P1353,22,151
P1609,22,23
P1279,22,150
P0403,22,70
P0708,22,195
P1355,22,131
P0115,22,28
P1871,22,183
P0257,22,13
P1803,22,6
P0063,22,76
P0155,22,157
P0710,22,14
P0746,22,51
P0922,22,176
P0361,22,5
P0711,22,15
P0924,22,184
P0203,22,53
P1351,22,129
P0141,22,45
P1656,22,47
P1734,22,56
P0920,22,124
P0375,22,59
P1131,22,113
P1288,22,84
P0775,22,39
P0427,22,107
P0449,22,148
P1665,22,62
P0372,22,181
P0538,22,144
P0881,22,149
P1354,22,135
P1362,22,132
P1257,22,120
P0124,22,189
P1096,22,197
P1695,22,94
P0678,22,21
P1316,22,96
P1252,22,136
P0428,22,103
P0909,22,163
P1002,22,71
P0843,22,19
P0643,22,61
P1789,22,161
P0118,22,35
P0676,22,33
P0714,22,190
P1287,22,80
P1254,22,110
P1607,22,74
P0532,22,182
P0125,22,193
P1015,22,188
P1278,22,146
P1272,22,170
P0779,22,44
P1802,22,20
P1191,22,109
P1314,22,79
P0307,22,68
P1102,22,87
P0426,22,121
P1262,22,108
P0244,22,171
P1039,22,66
P0612,22,199
P1654,22,49
P0442,22,25
P0166,22,179
P0815,22,180
P0046,22,50
P0192,22,162
P1787,22,26
P0709,22,198
P0441,22,72
P1302,22,119
P0704,22,147
P0540,22,145
P0024,22,60
P0211,22,22
P0707,22,137
P0777,22,67
P1410,22,126
P0202,22,46
P1053,22,100
P0341,22,155
P1365,22,169
P1172,22,24
P0739,22,4
P0050,22,165
P1834,22,34
P0873,23,48
P0928,23,2
P0903,23,181
P1280,23,13
P1203,23,94
P0006,23,4
P1101,23,169
P1049,23,59
P1763,23,97
P1304,23,130
P0370,23,100
P0381,23,147
P0982,23,60
P0575,23,188
P1813,23,21
P0516,23,122
P0770,23,149
P1091,23,186
P0570,23,187
P1565,23,54
P0817,23,133
P0058,23,146
P0819,23,121
P0188,23,67
P0761,23,45
P0065,23,128
P0007,23,160
P1281,23,125
P0402,23,28
P0541,23,196
P0394,23,14
P0618,23,46
P1363,23,192
P1799,23,87
P1741,23,32
P0535,23,115
P1747,23,166
P0840,23,8
P1794,23,65
P0069,23,86
P0856,23,82
P0494,23,182
P0880,23,109
P0042,23,143
P0835,23,90
P1852,23,163
P0875,23,64
P0298,23,126
P0498,23,189
P1277,23,111
P1638,23,3
P0701,23,148
P1124,23,177
P1816,23,185
P0430,23,53
P0998,23,5
P1392,23,139
P0936,23,104
P0937,23,175
P0853,23,30
P0450,23,150
P1675,23,200
P1317,23,197
P0497,23,145
P0355,23,77
P1427,23,15
P0432,23,39
P0232,23,156
P0733,23,176
P0180,23,83
P0559,23,52
P1011,23,84
P0962,23,132
P0859,23,168
P1073,23,47
P1792,23,113
P0505,23,74
P1718,23,1
P0565,23,114
P0617,23,11
P1361,23,44
P0964,23,124
P0352,23,31
P0639,23,159
P1376,23,96
P1052,23,172
P1269,23,123
P1375,23,75
P0472,23,16
P0760,23,91
P1687,23,165
P1147,23,34
P1417,23,7
P0800,23,138
P1190,23,29
P0412,23,63
P0925,23,158
P1358,23,78
P0191,23,105
P0813,23,101
P0563,23,25
P0502,23,26
P0811,23,24
P1353,23,191
P0820,23,85
P1854,23,162
P1013,23,137
P0447,23,116
P1726,23,127
P0397,23,157
P1284,23,23
P1748,23,161
P1853,23,164
P1589,23,103
P1271,23,41
P1418,23,81
P0155,23,155
P0710,23,33
P0711,23,61
P0055,23,76
P1095,23,43
P1519,23,12
P0923,23,190
P0141,23,42
P1734,23,144
P1940,23,199
P0653,23,6
P1275,23,110
P1658,23,10
P0448,23,38
P1116,23,142
P0851,23,71
P1745,23,152
P1305,23,17
P0349,23,50
P0449,23,183
P0780,23,49
P0737,23,22
P0466,23,35
P1357,23,131
P0833,23,58
P1354,23,184
P1362,23,107
P1255,23,72
P0881,23,129
P1096,23,66
P1316,23,195
P1420,23,112
P1066,23,55
P1002,23,40
P0454,23,141
P0437,23,167
P1878,23,180
P0280,23,102
P0850,23,120
P0905,23,93
P0646,23,170
P0670,23,51
P1251,23,95
P1099,23,118
P1287,23,136
P1823,23,9
P0814,23,134
P0812,23,106
P0929,23,151
P1308,23,56
P0901,23,119
P0610,23,18
P0548,23,27
P1278,23,98
P0395,23,19
P1756,23,36
P1121,23,198
P0527,23,173
P0807,23,79
P0337,23,62
P0612,23,57
P1654,23,73
P0237,23,20
P1268,23,174
P0927,23,37
P0279,23,179
P0004,23,88
P0725,23,193
P0302,23,89
P0192,23,171
P0310,23,194
P0057,23,154
P0704,23,178
P0978,23,99
P0275,23,70
P1080,23,68
P0211,23,153
P0707,23,108
P0276,23,69
P1725,23,92
P0281,23,80
P0062,23,140
P0415,23,135
P1350,23,117
P0285,24,163
P0798,24,16
P0928,24,1
P1791,24,129
P1280,24,30
P1615,24,189
P1776,24,58
P0839,24,180
P1763,24,77
P1112,24,27
P1230,24,102
P1340,24,190
P0926,24,99
P0434,24,36
P1426,24,42
P1322,24,2
P1091,24,57
P0179,24,89
P0570,24,97
P1184,24,141
P0531,24,164
P0297,24,21
P1637,24,179
P1603,24,15
P0837,24,7
P0683,24,135
P0931,24,114
P1795,24,117
P1115,24,24
P1282,24,11
P0402,24,73
P0990,24,100
P1078,24,19
P0715,24,167
P0394,24,82
P1281,24,76
P0555,24,84
P1183,24,154
P0618,24,28
P1363,24,22
P0507,24,132
P0834,24,130
P1741,24,55
P0303,24,98
P0840,24,168
P0530,24,155
P0040,24,156
P1456,24,68
P0258,24,29
P0832,24,47
P0856,24,191
P1437,24,172
P0849,24,56
P0713,24,14
P0911,24,121
P0933,24,146
P1627,24,119
P1277,24,113
P0178,24,107
P1326,24,69
P1638,24,192
P0056,24,116
P1145,24,148
P1105,24,166
P0701,24,64
P1816,24,133
P1237,24,85
P0430,24,127
P0847,24,10
P1124,24,185
P1594,24,169
P0429,24,136
P1641,24,150
P1677,24,20
P1626,24,54
P0853,24,139
P0355,24,188
P0432,24,178
P0585,24,152
P1193,24,103
P0032,24,175
P0579,24,159
P1364,24,92
P1360,24,120
P1718,24,128
P0810,24,25
P0703,24,3
P1439,24,160
P0948,24,81
P1022,24,108
P0435,24,45
P0425,24,96
P1311,24,101
P1122,24,26
P0861,24,149
P1052,24,49
P1374,24,63
P1234,24,33
P1608,24,34
P1375,24,173
P0201,24,147
P0393,24,126
P1147,24,145
P1417,24,111
P0925,24,71
P1358,24,61
P0339,24,134
P0783,24,174
P0191,24,153
P1820,24,62
P0563,24,39
P0811,24,70
P1353,24,176
P1083,24,50
P0820,24,46
P0999,24,59
P1279,24,112
P1284,24,122
P1214,24,8
P1589,24,138
P0291,24,37
P0493,24,4
P1782,24,183
P1674,24,75
P0711,24,86
P0641,24,184
P0167,24,193
P1656,24,91
P0519,24,38
P1940,24,48
P1658,24,35
P1275,24,80
P1225,24,94
P0920,24,88
P0994,24,83
P0737,24,90
P0043,24,161
P1560,24,40
P1255,24,170
P1014,24,187
P1257,24,125
P0515,24,13
P1299,24,52
P1635,24,41
P1252,24,23
P0017,24,162
P1878,24,200
P0343,24,137
P1595,24,110
P1619,24,106
P1800,24,144
P1614,24,66
P0532,24,31
P0610,24,74
P0123,24,53
P0972,24,151
P1657,24,194
P0548,24,32
P0068,24,65
P0395,24,79
P0111,24,140
P1756,24,131
P1314,24,109
P1476,24,165
P0307,24,93
P1121,24,195
P0496,24,44
P0807,24,5
P1370,24,186
P1716,24,143
P0337,24,51
P1446,24,17
P0744,24,157
P0533,24,158
P1182,24,142
P0240,24,123
P0166,24,182
P1804,24,177
P0927,24,124
P0815,24,118
P0305,24,105
P1019,24,104
P1094,24,6
P0709,24,18
P1868,24,196
P1093,24,12
P1432,24,72
P0654,24,60
P0344,24,95
P1339,24,181
P1005,24,198
P0399,24,171
P0304,24,197
P1156,24,199
P0062,24,115
P0065,24,43
P1172,24,78
P0436,24,67
P1249,24,9
P1834,24,87
P0873,25,98
P1791,25,169
P1280,25,170
P1788,25,190
P1113,25,113
P1203,25,4
P0106,25,140
P1524,25,187
P1097,25,130
P1206,25,159
P1112,25,112
P1120,25,148
P0096,25,36
P1256,25,111
P0193,25,151
P1431,25,75
P1485,25,64
P0528,25,60
P0516,25,138
P0564,25,25
P0513,25,131
P1091,25,51
P0570,25,20
P1715,25,33
P0297,25,172
P1565,25,137
P1281,25,85
P0672,25,155
P0671,25,146
P1183,25,49
P0926,25,186
P0535,25,42
P0840,25,88
P1051,25,83
P1253,25,122
P0530,25,70
P1456,25,72
P1508,25,143
P0079,25,188
P0880,25,92
P1514,25,46
P0398,25,183
P1732,25,40
P0824,25,173
P0911,25,120
P0174,25,87
P0498,25,194
P0719,25,23
P0933,25,69
P1153,25,102
P1638,25,39
P0638,25,193
P1611,25,34
P1105,25,184
P1816,25,185
P1237,25,97
P0430,25,100
P1594,25,105
P0429,25,63
P0853,25,52
P0497,25,139
P0432,25,86
P0962,25,197
P1531,25,189
P0859,25,24
P0579,25,3
P1073,25,160
P1728,25,177
P0565,25,115
P0703,25,54
P0440,25,82
P0330,25,76
P0611,25,142
P0724,25,94
P0861,25,37
P1941,25,196
P0865,25,117
P0910,25,110
P1608,25,154
P1320,25,175
P1473,25,55
P0201,25,95
P1650,25,107
P0772,25,135
P1147,25,31
P0830,25,62
P1687,25,114
P0800,25,106
P1783,25,166
P0925,25,178
P0514,25,71
P0339,25,1
P1216,25,174
P0939,25,13
P0783,25,99
P0191,25,29
P1798,25,59
P1820,25,8
P1609,25,14
P0447,25,93
P0947,25,48
P0805,25,15
P0708,25,126
P1244,25,157
P0342,25,43
P1057,25,104
P1141,25,73
P1782,25,149
P0740,25,198
P1144,25,56
P1325,25,128
P1368,25,141
P1036,25,74
P1656,25,16
P1940,25,168
P0959,25,10
P1076,25,152
P0851,25,195
P0072,25,136
P0427,25,79
P0912,25,199
P1020,25,145
P1784,25,158
P0538,25,103
P1357,25,144
P1255,25,118
P0296,25,101
P0356,25,192
P1257,25,108
P0124,25,153
P0667,25,165
P0582,25,66
P0515,25,179
P0904,25,150
P1316,25,119
P1245,25,123
P1252,25,125
P1241,25,7
P0454,25,17
P0909,25,109
P0073,25,38
P1827,25,53
P1009,25,176
P1789,25,84
P0216,25,26
P0280,25,167
P0464,25,132
P1318,25,180
P0905,25,164
P0670,25,162
P1595,25,91
P1047,25,89
P1254,25,124
P1607,25,161
P1606,25,147
P0551,25,22
P1272,25,90
P1596,25,80
P1278,25,81
P0779,25,96
P0311,25,77
P1657,25,171
P0095,25,2
P1314,25,163
P1333,25,61
P1476,25,41
P1714,25,32
P1199,25,11
P1181,25,44
P1520,25,181
P0496,25,5
P0960,25,6
P1716,25,47
P0612,25,116
P0374,25,200
P0744,25,67
P1143,25,57
P0867,25,68
P0261,25,12
P0927,25,182
P1525,25,191
P0192,25,30
P0368,25,78
P1302,25,134
P1227,25,58
P0704,25,127
P0860,25,19
P1818,25,21
P0243,25,133
P1080,25,50
P1075,25,156
P1602,25,65
P0344,25,28
P0707,25,121
P0140,25,9
P0576,25,35
P0062,25,45
P1694,25,18
P0694,25,129
P1834,25,27
P1655,26,180
P0071,26,130
P0380,26,111
P1629,26,13
P1788,26,114
P0006,26,93
P1016,26,78
P1812,26,74
P1097,26,3
P0049,26,95
P1763,26,109
P0370,26,133
P1004,26,37
P1686,26,163
P1256,26,170
P1023,26,124
P0509,26,55
P0162,26,104
P0101,26,151
P1322,26,77
P0151,26,1
P0570,26,173
P0067,26,41
P0297,26,97
P1637,26,84
P0065,26,199
P0007,26,90
P1281,26,67
P0926,26,30
P1363,26,16
P1741,26,118
P1769,26,44
P0816,26,190
P0834,26,174
P0840,26,186
P0259,26,125
P1794,26,132
P0069,26,126
P0856,26,83
P1050,26,86
P0880,26,56
P0517,26,121
P0849,26,103
P0539,26,188
P0398,26,187
P1172,26,185
P0713,26,25
P0911,26,50
P0298,26,80
P1627,26,198
P0348,26,72
P0630,26,10
P1638,26,69
P1611,26,27
P0981,26,57
P1250,26,189
P0756,26,168
P1423,26,7
P0738,26,98
P0651,26,99
P1237,26,61
P0965,26,141
P1594,26,63
P0853,26,53
P0362,26,143
P1228,26,102
P1681,26,46
P1468,26,43
P0355,26,64
P1414,26,110
P1639,26,194
P0299,26,158
P0617,26,172
P0989,26,128
P1335,26,26
P0611,26,156
P0948,26,150
P0571,26,138
P0977,26,137
P0639,26,197
P1376,26,191
P0736,26,164
P0865,26,40
P0949,26,157
P0910,26,71
P1608,26,171
P1103,26,32
P0181,26,144
P0753,26,15
P1650,26,39
P1035,26,38
P1687,26,120
P1147,26,177
P0008,26,85
P0800,26,8
P0412,26,195
P0925,26,184
P0508,26,112
P0339,26,160
P0783,26,60
P0191,26,135
P0645,26,92
P1353,26,66
P0359,26,33
P1013,26,142
P0148,26,159
P0397,26,24
P0967,26,148
P1871,26,31
P1248,26,21
P1117,26,91
P0468,26,105
P0932,26,178
P0710,26,23
P1674,26,183
P1481,26,192
P0055,26,18
P0711,26,9
P0100,26,147
P1368,26,29
P0641,26,100
P0167,26,59
P1940,26,123
P0920,26,75
P1810,26,87
P1698,26,88
P0906,26,45
P0851,26,196
P0322,26,22
P0556,26,68
P0427,26,113
P0994,26,179
P0309,26,162
P0737,26,52
P1560,26,193
P0414,26,152
P0833,26,169
P1257,26,76
P0515,26,127
P1316,26,79
P1750,26,28
P0909,26,70
P0073,26,106
P0643,26,108
P1009,26,54
P1878,26,73
P0280,26,65
P0343,26,161
P1595,26,62
